,Nombre,Foto,Valor,Posicion,Edad,Club,Escudo,Nacionalidad,Bandera,Partidos_jugados,Goles,Asistencias,Min_gol,Min_jugados,Goles_encajados,Partidos_cero
443,Granit Xhaka,https://img.a.transfermarkt.technology/portrait/small/111455-1583763084.jpg?lm=1,20,Pivote,29,Arsenal FC,https://tmssl.akamaized.net/images/wappen/verysmall/11.png?lm=1489787850,['Suiza'],['https://tmssl.akamaized.net/images/flagge/verysmall/148.png?lm=1520611569'],20,,1,,1.649,,
444,Stefan Savic,https://img.a.transfermarkt.technology/portrait/small/107010-1447152848.jpg?lm=1,20,Defensa central,31,Atlético de Madrid,https://tmssl.akamaized.net/images/wappen/verysmall/13.png?lm=1519120744,"['Montenegro', 'Serbia']","['https://tmssl.akamaized.net/images/flagge/verysmall/216.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/215.png?lm=1520611569']",23,,,,1.991,,
445,Thorgan Hazard,https://img.a.transfermarkt.technology/portrait/small/102226-1599988904.jpg?lm=1,20,Extremo izquierdo,29,Borussia Dortmund,https://tmssl.akamaized.net/images/wappen/verysmall/16.png?lm=1396275280,['Bélgica'],['https://tmssl.akamaized.net/images/flagge/verysmall/19.png?lm=1520611569'],28,6,1,249,1.492,,
446,Alexandre Lacazette,https://img.a.transfermarkt.technology/portrait/small/93720-1594110895.jpg?lm=1,20,Delantero centro,30,Arsenal FC,https://tmssl.akamaized.net/images/wappen/verysmall/11.png?lm=1489787850,"['Francia', 'Guadalupe']","['https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/251.png?lm=1520611569']",29,6,8,309,1.853,,
447,Julian Draxler,https://img.a.transfermarkt.technology/portrait/small/85148-1601898137.jpg?lm=1,20,Extremo izquierdo,28,París Saint-Germain FC,https://tmssl.akamaized.net/images/wappen/verysmall/583.png?lm=1522312728,['Alemania'],['https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525'],24,2,2,431,861,,
448,Philippe Coutinho,https://img.a.transfermarkt.technology/portrait/small/80444-1640621762.jpg?lm=1,20,Extremo izquierdo,29,Aston Villa,https://tmssl.akamaized.net/images/wappen/verysmall/405.png?lm=1469443765,"['Brasil', 'Portugal']","['https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569']",26,6,3,231,1.386,,
449,Lucas Moura,https://img.a.transfermarkt.technology/portrait/small/77100-1454602060.jpg?lm=1,20,Extremo derecho,29,Tottenham Hotspur,https://tmssl.akamaized.net/images/wappen/verysmall/148.png?lm=1544345801,['Brasil'],['https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569'],37,6,6,368,2.205,,
450,Sergio Canales,https://img.a.transfermarkt.technology/portrait/small/66106-1447313805.jpg?lm=1,20,Mediocentro ofensivo,31,Real Betis Balompié,https://tmssl.akamaized.net/images/wappen/verysmall/150.png?lm=1407484550,['España'],['https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569'],39,7,10,421,2.944,,
451,Adam Hlozek,https://img.a.transfermarkt.technology/portrait/small/552057-1637591571.jpg?lm=1,19,Mediapunta,19,AC Sparta Praga,https://tmssl.akamaized.net/images/wappen/verysmall/197.png?lm=1623871758,['República Checa'],['https://tmssl.akamaized.net/images/flagge/verysmall/172.png?lm=1520611569'],38,9,13,368,3.312,,
452,Wendel,https://img.a.transfermarkt.technology/portrait/small/499721-1605100992.png?lm=1,19,Mediocentro,24,Zenit de San Petersburgo,https://tmssl.akamaized.net/images/wappen/verysmall/964.png?lm=1486195881,['Brasil'],['https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569'],29,4,4,607,2.426,,
453,Danilo,https://img.a.transfermarkt.technology/portrait/small/808509-1612880275.jpg?lm=1,18,Pivote,20,Sociedade Esportiva Palmeiras,https://tmssl.akamaized.net/images/wappen/verysmall/1023.png?lm=1411204983,['Brasil'],['https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569'],10,1,,842,842,,
454,Mohamed Simakan,https://img.a.transfermarkt.technology/portrait/small/666234-1609836451.jpg?lm=1,18,Defensa central,21,RasenBallsport Leipzig,https://tmssl.akamaized.net/images/wappen/verysmall/23826.png?lm=1619431624,"['Francia', 'Guinea']","['https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/59.png?lm=1520611569']",33,1,1,2.444,2.444,,
455,Jean-Clair Todibo,https://img.a.transfermarkt.technology/portrait/small/605184-1603794542.jpg?lm=1,18,Defensa central,22,OGC Niza,https://tmssl.akamaized.net/images/wappen/verysmall/417.png?lm=1408779490,"['Francia', 'Guayana Francesa']","['https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/252.png?lm=1520611569']",30,1,,2.585,2.585,,
456,Armando Broja,https://img.a.transfermarkt.technology/portrait/small/571743-1574325512.jpg?lm=1,18,Delantero centro,20,Southampton FC,https://tmssl.akamaized.net/images/wappen/verysmall/180.png?lm=1444560086,"['Albania', 'Inglaterra']","['https://tmssl.akamaized.net/images/flagge/verysmall/3.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569']",31,9,1,212,1.907,,
457,Gonçalo Inácio,https://img.a.transfermarkt.technology/portrait/small/549006-1571744859.jpg?lm=1,18,Defensa central,20,Sporting CP,https://tmssl.akamaized.net/images/wappen/verysmall/336.png?lm=1621513752,['Portugal'],['https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569'],37,4,2,785,3.139,,
458,Amad Diallo,https://img.a.transfermarkt.technology/portrait/small/536835-1591610911.jpg?lm=1,18,Extremo derecho,19,Rangers FC,https://tmssl.akamaized.net/images/wappen/verysmall/124.png?lm=1646429527,"['Costa de Marfil', 'Italia']","['https://tmssl.akamaized.net/images/flagge/verysmall/38.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569']",9,3,1,158,474,,
459,Luis Sinisterra,https://img.a.transfermarkt.technology/portrait/small/512385-1554733179.jpg?lm=1,18,Extremo izquierdo,22,Feyenoord Rotterdam,https://tmssl.akamaized.net/images/wappen/verysmall/234.png?lm=1457643518,['Colombia'],['https://tmssl.akamaized.net/images/flagge/verysmall/83.png?lm=1520611569'],38,18,11,174,3.127,,
460,Fábio Silva,https://img.a.transfermarkt.technology/portrait/small/505653-1552402139.jpg?lm=1,18,Delantero centro,19,Wolverhampton Wanderers,https://tmssl.akamaized.net/images/wappen/verysmall/543.png?lm=1467496784,['Portugal'],['https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569'],23,1,3,705,705,,
461,Tariq Lamptey,https://img.a.transfermarkt.technology/portrait/small/504148-1574325676.jpg?lm=1,18,Lateral derecho,21,Brighton & Hove Albion,https://tmssl.akamaized.net/images/wappen/verysmall/1237.png?lm=1492718902,"['Inglaterra', 'Ghana']","['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/54.png?lm=1520611569']",24,,2,,1.390,,
462,Noni Madueke,https://img.a.transfermarkt.technology/portrait/small/503987-1613230340.jpg?lm=1,18,Extremo derecho,20,PSV Eindhoven,https://tmssl.akamaized.net/images/wappen/verysmall/383.png?lm=1626929299,"['Inglaterra', 'Nigeria']","['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/124.png?lm=1520611569']",29,9,5,179,1.608,,
463,Eric García,https://img.a.transfermarkt.technology/portrait/small/466794-1629107322.jpg?lm=1,18,Defensa central,21,FC Barcelona,https://tmssl.akamaized.net/images/wappen/verysmall/131.png?lm=1406739548,['España'],['https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569'],27,,,,2.120,,
464,Luiz Felipe,https://img.a.transfermarkt.technology/portrait/small/457931-1595857216.jpg?lm=1,18,Defensa central,25,SS Lazio,https://tmssl.akamaized.net/images/wappen/verysmall/398.png?lm=1601537785,"['Italia', 'Brasil']","['https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569']",36,,1,,3.227,,
465,Caio Henrique,https://img.a.transfermarkt.technology/portrait/small/420064-1614091193.jpg?lm=1,18,Lateral izquierdo,24,AS Mónaco,https://tmssl.akamaized.net/images/wappen/verysmall/162.png?lm=1625128180,"['Brasil', 'España']","['https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569']",40,1,10,3.098,3.098,,
466,Vitaliy Mykolenko,https://img.a.transfermarkt.technology/portrait/small/404842-1612462386.png?lm=1,18,Lateral izquierdo,22,Everton FC,https://tmssl.akamaized.net/images/wappen/verysmall/29.png?lm=1445949846,['Ucrania'],['https://tmssl.akamaized.net/images/flagge/verysmall/177.png?lm=1520611569'],27,,3,,2.251,,
467,Manor Solomon,https://img.a.transfermarkt.technology/portrait/small/396638-1641992840.png?lm=1,18,Extremo izquierdo,22,Shakhtar Donetsk,https://tmssl.akamaized.net/images/wappen/verysmall/660.png?lm=1396275305,"['Israel', 'Portugal']","['https://tmssl.akamaized.net/images/flagge/verysmall/74.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569']",26,4,2,368,1.470,,
468,Lovro Majer,https://img.a.transfermarkt.technology/portrait/small/387106-1605121373.jpg?lm=1,18,Mediocentro ofensivo,24,Stade Rennais FC,https://tmssl.akamaized.net/images/wappen/verysmall/273.png?lm=1408779098,['Croacia'],['https://tmssl.akamaized.net/images/flagge/verysmall/37.png?lm=1520611569'],40,8,13,321,2.568,,
469,Yangel Herrera,https://img.a.transfermarkt.technology/portrait/small/378293-1520801517.jpg?lm=1,18,Mediocentro,24,RCD Espanyol,https://tmssl.akamaized.net/images/wappen/verysmall/714.png?lm=1406966369,['Venezuela'],['https://tmssl.akamaized.net/images/flagge/verysmall/182.png?lm=1520611569'],16,1,1,1.088,1.088,,
470,Marash Kumbulla,https://img.a.transfermarkt.technology/portrait/small/371371-1630498430.jpg?lm=1,18,Defensa central,22,AS Roma,https://tmssl.akamaized.net/images/wappen/verysmall/12.png?lm=1533302889,"['Albania', 'Italia']","['https://tmssl.akamaized.net/images/flagge/verysmall/3.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569']",22,1,,1.441,1.441,,
471,Sergiño Dest,https://img.a.transfermarkt.technology/portrait/small/361104-1581956984.jpg?lm=1,18,Lateral derecho,21,FC Barcelona,https://tmssl.akamaized.net/images/wappen/verysmall/131.png?lm=1406739548,"['Estados Unidos', 'Países Bajos']","['https://tmssl.akamaized.net/images/flagge/verysmall/184.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569']",27,,3,,1.854,,
472,Diogo Dalot,https://img.a.transfermarkt.technology/portrait/small/357147-1602074624.jpg?lm=1,18,Lateral derecho,23,Manchester United,https://tmssl.akamaized.net/images/wappen/verysmall/985.png?lm=1457975903,['Portugal'],['https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569'],22,,,,1.620,,
473,Mason Holgate,https://img.a.transfermarkt.technology/portrait/small/348623-1583327529.jpg?lm=1,18,Defensa central,25,Everton FC,https://tmssl.akamaized.net/images/wappen/verysmall/29.png?lm=1445949846,"['Inglaterra', 'Jamaica']","['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/76.png?lm=1520611569']",20,1,,1.717,1.717,,
474,Gerson,https://img.a.transfermarkt.technology/portrait/small/341705-1640777566.jpg?lm=1,18,Mediocentro,24,Olympique de Marsella,https://tmssl.akamaized.net/images/wappen/verysmall/244.png?lm=1485642163,['Brasil'],['https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569'],36,5,7,496,2.480,,
475,Cengiz Ünder,https://img.a.transfermarkt.technology/portrait/small/341647-1640777882.jpg?lm=1,18,Extremo derecho,24,Olympique de Marsella,https://tmssl.akamaized.net/images/wappen/verysmall/244.png?lm=1485642163,['Turquía'],['https://tmssl.akamaized.net/images/flagge/verysmall/174.png?lm=1520611569'],36,11,4,241,2.649,,
476,Kyle Walker-Peters,https://img.a.transfermarkt.technology/portrait/small/341051-1544454639.jpg?lm=1,18,Lateral derecho,24,Southampton FC,https://tmssl.akamaized.net/images/wappen/verysmall/180.png?lm=1444560086,['Inglaterra'],['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569'],28,2,4,1.116,2.231,,
477,Rico Henry,https://img.a.transfermarkt.technology/portrait/small/339556-1538466547.jpg?lm=1,18,Lateral izquierdo,24,Brentford FC,https://tmssl.akamaized.net/images/wappen/verysmall/1148.png?lm=1625150543,['Inglaterra'],['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569'],29,2,,1.134,2.267,,
478,Umar Sadiq,https://img.a.transfermarkt.technology/portrait/small/337715-1455553395.jpg?lm=1,18,Delantero centro,25,UD Almería,https://tmssl.akamaized.net/images/wappen/verysmall/3302.png?lm=1408654801,['Nigeria'],['https://tmssl.akamaized.net/images/flagge/verysmall/124.png?lm=1520611569'],29,16,10,148,2.361,,
479,Joelinton,https://img.a.transfermarkt.technology/portrait/small/333241-1532693216.jpg?lm=1,18,Mediocentro ofensivo,25,Newcastle United,https://tmssl.akamaized.net/images/wappen/verysmall/762.png?lm=1472921161,['Brasil'],['https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569'],28,2,1,1.031,2.062,,
480,Sander Berge,https://img.a.transfermarkt.technology/portrait/small/333014-1494490432.jpg?lm=1,18,Pivote,24,Sheffield United,https://tmssl.akamaized.net/images/wappen/verysmall/350.png?lm=1409254138,['Noruega'],['https://tmssl.akamaized.net/images/flagge/verysmall/125.png?lm=1520611569'],24,4,1,375,1.499,,
481,Matteo Pessina,https://img.a.transfermarkt.technology/portrait/small/332179-1453384433.jpg?lm=1,18,Mediocentro ofensivo,24,Atalanta de Bérgamo,https://tmssl.akamaized.net/images/wappen/verysmall/800.png?lm=1438547428,['Italia'],['https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569'],30,2,1,797,1.594,,
482,Éverton,https://img.a.transfermarkt.technology/portrait/small/321239-1603795820.jpg?lm=1,18,Interior izquierdo,26,SL Benfica,https://tmssl.akamaized.net/images/wappen/verysmall/294.png?lm=1535908439,['Brasil'],['https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569'],40,7,7,336,2.350,,
483,Daniel James,https://img.a.transfermarkt.technology/portrait/small/319301-1542271386.jpg?lm=1,18,Extremo izquierdo,24,Leeds United,https://tmssl.akamaized.net/images/wappen/verysmall/399.png?lm=1645652224,"['Gales', 'Inglaterra']","['https://tmssl.akamaized.net/images/flagge/verysmall/191.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569']",31,4,4,609,2.435,,
484,Lukas Nmecha,https://img.a.transfermarkt.technology/portrait/small/314288-1643899762.JPG?lm=1,18,Delantero centro,23,VfL Wolfsburgo,https://tmssl.akamaized.net/images/wappen/verysmall/82.png?lm=1503060755,"['Alemania', 'Inglaterra']","['https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525', 'https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569']",24,8,,185,1.482,,
485,Tom Davies,https://img.a.transfermarkt.technology/portrait/small/314210-1482319401.jpg?lm=1,18,Mediocentro,23,Everton FC,https://tmssl.akamaized.net/images/wappen/verysmall/29.png?lm=1445949846,['Inglaterra'],['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569'],7,1,1,339,339,,
486,Brais Méndez,https://img.a.transfermarkt.technology/portrait/small/309110-1541777797.jpg?lm=1,18,Extremo derecho,25,RC Celta de Vigo,https://tmssl.akamaized.net/images/wappen/verysmall/940.png?lm=1406966406,['España'],['https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569'],31,5,5,493,2.465,,
487,Moussa Niakhaté,https://img.a.transfermarkt.technology/portrait/small/291200-1532595272.jpg?lm=1,18,Defensa central,26,1.FSV Mainz 05,https://tmssl.akamaized.net/images/wappen/verysmall/39.png?lm=1564748880,"['Francia', 'Senegal']","['https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/149.png?lm=1520611569']",25,3,,698,2.095,,
488,Steven Bergwijn,https://img.a.transfermarkt.technology/portrait/small/284165-1548177491.jpg?lm=1,18,Extremo izquierdo,24,Tottenham Hotspur,https://tmssl.akamaized.net/images/wappen/verysmall/148.png?lm=1544345801,"['Países Bajos', 'Surinam']","['https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/161.png?lm=1520611569']",25,3,2,270,811,,
489,Mattia Zaccagni,https://img.a.transfermarkt.technology/portrait/small/283735-1605862885.jpg?lm=1,18,Mediocentro ofensivo,26,SS Lazio,https://tmssl.akamaized.net/images/wappen/verysmall/398.png?lm=1601537785,['Italia'],['https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569'],31,7,7,293,2.053,,
490,David Raya,https://img.a.transfermarkt.technology/portrait/small/262749-1488453877.jpg?lm=1,18,Portero,26,Brentford FC,https://tmssl.akamaized.net/images/wappen/verysmall/1148.png?lm=1625150543,['España'],['https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569'],17,,,,1.530,22,5
491,Dean Henderson,https://img.a.transfermarkt.technology/portrait/small/258919-1580389388.jpg?lm=1,18,Portero,25,Manchester United,https://tmssl.akamaized.net/images/wappen/verysmall/985.png?lm=1457975903,['Inglaterra'],['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569'],5,,,,458,7,
492,Luka Jovic,https://img.a.transfermarkt.technology/portrait/small/257462-1533115178.jpg?lm=1,18,Delantero centro,24,Real Madrid CF,https://tmssl.akamaized.net/images/wappen/verysmall/418.png?lm=1580722449,"['Serbia', 'Bosnia y Herzegovina']","['https://tmssl.akamaized.net/images/flagge/verysmall/215.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/24.png?lm=1569523290']",17,1,2,473,473,,
493,Gelson Martins,https://img.a.transfermarkt.technology/portrait/small/257448-1614091929.jpg?lm=1,18,Extremo derecho,26,AS Mónaco,https://tmssl.akamaized.net/images/wappen/verysmall/162.png?lm=1625128180,"['Portugal', 'Cabo Verde']","['https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/32.png?lm=1520611569']",43,5,3,512,2.558,,
494,Alex Telles,https://img.a.transfermarkt.technology/portrait/small/255755-1542105315.png?lm=1,18,Lateral izquierdo,29,Manchester United,https://tmssl.akamaized.net/images/wappen/verysmall/985.png?lm=1457975903,"['Brasil', 'Italia']","['https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569']",18,1,2,1.367,1.367,,
495,Enes Ünal,https://img.a.transfermarkt.technology/portrait/small/251106-1647599383.jpg?lm=1,18,Delantero centro,24,Getafe CF,https://tmssl.akamaized.net/images/wappen/verysmall/3709.png?lm=1408655116,['Turquía'],['https://tmssl.akamaized.net/images/flagge/verysmall/174.png?lm=1520611569'],28,14,,144,2.012,,
496,Zeki Celik,https://img.a.transfermarkt.technology/portrait/small/251075-1641464889.jpg?lm=1,18,Lateral derecho,25,LOSC Lille Métropole,https://tmssl.akamaized.net/images/wappen/verysmall/1082.png?lm=1529521041,['Turquía'],['https://tmssl.akamaized.net/images/flagge/verysmall/174.png?lm=1520611569'],31,2,1,1.294,2.587,,
497,Diego Llorente,https://img.a.transfermarkt.technology/portrait/small/246291-1447238268.jpg?lm=1,18,Defensa central,28,Leeds United,https://tmssl.akamaized.net/images/wappen/verysmall/399.png?lm=1645652224,['España'],['https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569'],24,2,,954,1.907,,
498,Alex Iwobi,https://img.a.transfermarkt.technology/portrait/small/242631-1561558159.jpg?lm=1,18,Extremo izquierdo,25,Everton FC,https://tmssl.akamaized.net/images/wappen/verysmall/29.png?lm=1445949846,"['Nigeria', 'Inglaterra']","['https://tmssl.akamaized.net/images/flagge/verysmall/124.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569']",21,3,2,425,1.274,,
499,Adam Webster,https://img.a.transfermarkt.technology/portrait/small/212847-1547130056.jpg?lm=1,18,Defensa central,27,Brighton & Hove Albion,https://tmssl.akamaized.net/images/wappen/verysmall/1237.png?lm=1492718902,['Inglaterra'],['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569'],17,3,,440,1.321,,
500,Mahmoud Dahoud,https://img.a.transfermarkt.technology/portrait/small/191422-1622641698.jpg?lm=1,18,Mediocentro,26,Borussia Dortmund,https://tmssl.akamaized.net/images/wappen/verysmall/16.png?lm=1396275280,"['Alemania', 'Siria']","['https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525', 'https://tmssl.akamaized.net/images/flagge/verysmall/163.png?lm=1520611569']",28,2,7,1.083,2.165,,
